ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor,Description
Addis Ababa1941,Ethiopia,8.9806034,38.7577605,9,Addis Ababa,1941,"['Addis Ababa', 'Northern Africa', 'British', 'Ethiopia', 'Kenya', 'Italian', 'Addis Ababa', 'Italians', 'Addis Ababa']",['World War II'],United Kingdom,Italy,United Kingdom,Italy,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p441",,,No description available
Addis Ababa1991,Ethiopia,8.9806034,38.7577605,9,Addis Ababa,1991,"['Addis Ababa', 'Ethiopian', 'Eritrea', 'Addis Ababa', 'Tigrayan']",2nd Ethiopian Civil War,Ethiopian Rebels,Ethiopia,Ethiopian Rebels,Ethiopia,,Land,,No,,,,No description available
Aden1513,Yemen,12.7854969,45.0186548,9,Aden,1513,"['Portuguese', 'Arabia', 'Portuguese', 'Aden', 'Portugal', 'Hormuz', 'Aden', 'Ottomans']",Portuguese Wars in Africa,Ottoman Empire,Portugal,Ottoman Empire,Portugal,,Land,,No,,,,Battle of Aden may refer to:
Aden1839,Yemen,12.7854969,45.0186548,9,Aden,1839,"['Anglo', 'Aden', 'Yemen', 'British', 'British', 'India', 'Aden', 'British']",Anglo-Arab Wars,United Kingdom,Yemen,United Kingdom,Yemen,1.0,Land,,No,,,,Battle of Aden may refer to:
Aden1986,Yemen,12.7854969,45.0186548,9,Aden,1986,"['Aden', 'Yemeni', 'Yemen', 'Aden']",Yemeni Civil Wars,Draw,,Yemen Government,Yemen Rebels,,Land,,No,,,,Battle of Aden may refer to:
Aden1994,Yemen,12.7854969,45.0186548,9,Aden,1994,"['Aden', 'Yemeni', 'North and South Yemen', 'a Democratic Republic of Yemen']",Yemeni Civil Wars,Yemen,Democratic Republic of Yemen,,,,Land,,No,,,,Battle of Aden may refer to:
Adibo1896,Ghana,9.3069629,0.0229168,10,Adibo,1896,"['German', 'German', 'Togoland', 'Ghana', 'German']",German Colonial Wars in Africa,Germany,Dagomba Tribesmen,Germany,Dagomba Tribesmen,1.0,Land,,No,,,,"The Battle of Adibo was a German military campaign in 1896 against the Dagbamba of West Africa in Adibo, now in present-day Ghana. Following their resistance against foreign authority, the Dagbamba tribesmen met and launched an attack on the heavily armed German Schutztruppe and Askari paramilitary police accompanying the Lieutenant Valentin von Massow on his way to their capital at the village of Adibo, who had been sent by the German colonial administration to quell the rebellion. The Dagbamba fighters suffered significant losses on the second day of the battle and yielded after their capital Yendi was razed to the ground on December 4, 1896. Defeat of the Dagbamba enabled the German Empire to complete establishing the Togoland protectorate, which encompassed the eastern part of the Kingdom of Dagbon. The western part of the Kingdom was released to the British and incorporated into the British Empire."
Adige-102,Italy,45.9056808,10.3153889,10,Adige,-102,"['Gaul', 'Roman', 'Italy']",Rome's Gallic Wars,Cimbri Gauls,Rome,Cimbri Gauls,Rome,,Land,,No,,,,No description available
Adigrat1935,Ethiopia,14.276944,39.460833,"Showalter, p796-797",Adigrat,1935,,2nd Italo-Ethiopian War,Italy,Ethiopia,,,4.0,Land,,No,,"Encyclopedia of Warfare, Showalter, 2014, p796-7",,No description available
Adiliya1218,Egypt,31.3948239,31.7546821,10,Adiliya,1218,"['Egypt', 'Palestine', 'Damietta']",5th Crusade,"Kingdom of Jerusalem, European Crusaders",Ayyubid Caliphate,"Kingdom of Jerusalem, European Crusaders",Ayyubid Caliphate,,Land,,No,,,,No description available
Admagetobriga-61,France,46.8278005,5.1965099,10,Admagetobriga,-61,"['Germanic', 'Suebian', 'Sequani', 'Aedui', 'Rome', 'Germanic', 'Admagetobriga', 'Alsace']",Rome's Later Gallic Wars,Suebians,Aedui,Suebians,Aedui,,Land,,No,,For location - https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0062%3Aalphabetic+letter%3DM%3Aentry+group%3D2%3Aentry%3Dmagetobria-harpers,,"The Battle of Magetobriga (Amagetobria, Magetobria, Mageto'Bria, Admageto'Bria) was fought in 63 BC between rival tribes in Gaul.  The Aedui tribe was defeated and massacred by the combined forces of their hereditary rivals, the Sequani and Arverni tribes. To secure their victory, the Sequani and Arverni enlisted the aid of the Germanic Suebi tribe led by its king Ariovistus, who would subsequently make increasingly imposing demands upon his Gallic allies. Following their defeat, the Aedui sent envoys to the Roman Senate, their traditional ally, seeking aid. The Roman general Julius Caesar would use the Aedui’s entrities and Ariovistus’ oppression as pretexts for launching his conquest of Gaul."
Admin Box1944,Myanmar,21.647067,91.5459743,10,Admin Box,1944,"['British', 'Arakan', 'Japanese', 'British']",['World War II'],United Kingdom,Japan,United Kingdom,Japan,2.0,Land,,No,,,,No description available
Admiralty Islands1944,Papua New Guinea,-2.0941169,146.8760951,10,Admiralty Islands,1944,"['American', 'Ad-    miralty Islands', 'Papua New Guinea', 'Australian', 'Americans', 'Japanese']",['World War II'],"United States, Australia",Japan,United States,Japan,3.0,Land,,No,,"Encyclopedia of Warfare, Amber Books, London 2014, p 853",,No description available
Adobe Walls1864,United States,29.4035274,-103.6033842,10,Adobe Walls,1864,"['Texas', 'New Mexico']",Comanche Indian Wars,United States,Comanche Indians,United States,Comanche Indians,1.0,Land,,No,,"Encyclopedia of Warfare, Showalter, 2014, p606",,"Battle of Adobe Walls may refer to two battles occurring near Adobe Walls, Hutchinson County, Texas:"
Adobe Walls1874,United States,29.4035274,-103.6033842,10,Adobe Walls,1874,"['Kiowa', 'Texas', 'Indians']",['Indian War       '],United States,"Comanche Indians, Kiowa Indians, Arapaho Indians, Cheyenne Indians",United States,"Comanche Indians, Kiowa Indians, Arapaho Indians, Cheyenne Indians",1.0,Land,,No,,"Encyclopedia of Warfare, Showalter, 2014, p610-611",,"Battle of Adobe Walls may refer to two battles occurring near Adobe Walls, Hutchinson County, Texas:"
Adowa1896,Ethiopia,14.1636465,38.8937176,11,Adowa,1896,"['Italo', 'Italian', 'Ethiopia', 'Italian', 'Adowa', 'Ethiopian', 'European']",1st Italo-Ethiopian War,Ethiopia,Italy,Ethiopia,Italy,4.0,Land,ADA1896,No,,"Wars of Imperial Conquest in Africa 1830-1914, Bruce Vandervoort, Indiana Univeristy Press 1998, p160",,"The Battle of Adwa (Amharic: የዐድዋ ጦርነት; Tigrinya: ውግእ ዓድዋ; Italian: battaglia di Adua, also spelled Adowa) was the climactic battle of the First Italo-Ethiopian War. Ethiopia managed to defeat the invading Italian force led by Oreste Baratieri on Sunday, March 1, 1896, near the town of Adwa. The decisive victory thwarted the campaign of the Kingdom of Italy to expand its colonial empire in the Horn of Africa. By the end of the 19th century, European powers had carved up almost all of Africa after the Berlin Conference; only Ethiopia and Liberia still maintained their independence. Adwa became a pre-eminent symbol of pan-Africanism and secured Ethiopian sovereignty until the Second Italo-Ethiopian War forty years later."
Adowa1935,Ethiopia,14.1636465,38.8937176,11,Adowa,1935,"['Italo', 'Ethiopia', 'Adowa', 'Ethiopia']",2nd Italo-Ethiopian War,Italy,Ethiopia,Italy,Ethiopia,4.0,Land,,No,,"Encyclopedia of Warfare, Amber Books, London 2014, p797",1.0,"The Battle of Adwa (Amharic: የዐድዋ ጦርነት; Tigrinya: ውግእ ዓድዋ; Italian: battaglia di Adua, also spelled Adowa) was the climactic battle of the First Italo-Ethiopian War. Ethiopia managed to defeat the invading Italian force led by Oreste Baratieri on Sunday, March 1, 1896, near the town of Adwa. The decisive victory thwarted the campaign of the Kingdom of Italy to expand its colonial empire in the Horn of Africa. By the end of the 19th century, European powers had carved up almost all of Africa after the Berlin Conference; only Ethiopia and Liberia still maintained their independence. Adwa became a pre-eminent symbol of pan-Africanism and secured Ethiopian sovereignty until the Second Italo-Ethiopian War forty years later."
Adranum-344,Italy,37.6627555,14.8326154,11,Adranum,-344,"['Carthaginians', 'Carthaginians']",['Timoleons War'],Corinthians,Carthage,Corinthians,Carthage,2.0,Land,,No,,"Harbottle's Dictionary of Battles, George Bruce, 1979, p110",,No description available
Adrianople324,Turkey,41.6771297,26.5557145,11,Adrianople,324,"['Bulgarian', 'Eastern']",Roman Wars of Succession,Western Empire,Eastern Empire,Western Empire,Eastern Empire,4.0,Land,,No,,"Encyclopedia of Warfare, Showalter, p158",,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople378,Turkey,41.6771297,26.5557145,11,Adrianople,378,"['Thrace', 'Roman', 'Marcianopolis', 'Valens']",5th Gothic War,Goths,Rome,Goths,Rome,3.0,Land,,No,,"Warfare and Society in the Barbarian West, Guy Halsall, Routledge 2003, p130",,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople718,Turkey,41.6771297,26.5557145,11,Adrianople,718,"['Muslim', 'Anchialus', 'Bulgarians', 'Maslama', 'Adrianople', 'Turkey', 'Muslims']",Early Byzantine-Muslim Wars,Bulgar Khanate,Umayyad Caliphate,Bulgar Khanate,Umayyad Caliphate,,Land,,No,,,,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople1205,Turkey,41.6771297,26.5557145,11,Adrianople,1205,"['Bulgarian', 'Latin', 'Bulgarian', 'Thrace', 'Bulgaria', 'Bulgarians', 'Macedonia']",Bulgarian Imperial Wars,Bulgar Empire,Latin Byzantium,Bulgar Empire,Latin Byzantium,1.0,Land,,No,,"Encyclopedia of Warfare, Amber Books, London 2014, p223",,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople1255,Turkey,41.6771297,26.5557145,11,Adrianople,1255,"['Bulgarian', 'Bulgaria', 'Bulgaria', 'Macedonia', 'Thrace']",Bulgarian Imperial Wars,Byzantine Nicea,Bulgar Empire,Byzantine Nicea,Bulgar Empire,,Land,,No,,,,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople1355,Turkey,41.6771297,26.5557145,12,Adrianople,1355,"['Serbian', 'Didymoteichon', 'Serbian', 'Byzantine', 'Edirne', 'Turkey']",Serbian Imperial Wars,Serbia,Byzantium,Serbia,Byzantium,,Land,,No,,,,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople1362,Turkey,41.6771297,26.5557145,12,Adrianople,1362,"['Byzantine', 'Serbia', 'Maritza', 'Kossovo', 'Turkish', 'Ottoman']",Byzantine-Ottoman Wars,Ottoman Empire,Byzantium,Ottoman Empire,Byzantium,,Land,,No,,,,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople1829,Turkey,41.6771297,26.5557145,12,Adrianople,1829,"['Russo', 'Russia', 'Greek', 'Bulgarian', 'Turkey', 'Greece', 'Russia']",Russo-Turkish Wars,Russia,Ottoman Empire,Russia,Ottoman Empire,3.0,Land,,No,"Encyclopedia of Warfare, Amber Books, London 2014, p479. 23,000 Russians at Varna and 50,000 at Kulevcha",,,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Adrianople (2nd)1913,Turkey,41.6771297,26.5557145,12,Adrianople (2nd),1913,"['Balkan', 'Bulgaria', 'Thrace', 'Bulgarians', 'Turkey']",2nd Balkan (Inter-Allied) War,Ottoman Empire,Bulgaria,Ottoman Empire,Bulgaria,4.0,Land,ADR1912,No,"The Balkan Wars 1912-1913, Richard C Hall, Routledge, 2000, p118; Shapefile created from L'Illustration, No. 3650, 8 Février 1913, at Project Gutenburg",,,No description available
Adrianople1912-1913,Turkey,41.6771297,26.5557145,12,Adrianople,1912,"['Bulgarian', 'Ivanoff', 'Turks', 'Ivanoff', 'Serb']",['Balkan War'],"Bulgaria, Serbia",Ottoman Empire,"Bulgaria, Serbia",Turkey,4.0,Land,ADR1912,No,"The Balkan Wars 1912-1913, Richard C Hall, Routledge, 2000, p90; Shapefile created from L'Illustration, No. 3650, 8 Février 1913, at Project Gutenburg",,,"The Battle of Adrianople also known as Battle of Hadrianopolis was fought between the Eastern Roman army led by the Roman emperor Valens and Gothic rebels (largely Thervings as well as Greutungs, non-Gothic Alans, and various local rebels) led by Fritigern. The battle took place in the vicinity of Adrianople, in the Roman province of Thracia (modern Edirne in European Turkey). It ended with an overwhelming victory for the Goths and the death of Emperor Valens."
Ad Salices377,Romania,45.0260948,29.1896499,12,Ad Salices,377,"['Roman', 'Trajan', 'Goths', 'Valens']",['Gothic War'],Draw,,Goths,Rome,,Land,,No,http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aentry%3Dsalices-geo,,,"The Battle of the Willows (377) took place at a place called ad Salices (""town by the willows""), or according to Ammianus, a road way-station called Ad Salices (""by the Willows""); probably located within 15 kilometres of Marcianople (modern day Dobrudja, Bulgaria), although its exact location is unknown. Forces from the Western Roman Empire under the command of Richomeres advanced westward, while forces of the eastern Roman Empire under Traianus and Profuturus advanced northward where they joined forces to attack the Goths who had recently rebelled under command of Fritigern. and were laying waste to the northern Balkans."
